118,231 (100.0%) 1,255 (100.0%) 26,660,577,996 (84.14%) 282,935,075 (71.31%) 24,738,211,582 (78.08%)   234,785,431 (59.17%)  src/blobs/StitchBlobs.cpp:main
105,199 (88.98%)   616 (49.08%)     24,071,453 ( 0.08%)         837 ( 0.00%)         45,714 ( 0.00%)           115 ( 0.00%)  /global/homes/s/swowner/jlbez/darshan-3.4.6/darshan-runtime/lib/darshan-core-init-finalize.c:PMPI_Init
      .            .                       .                    .                       .                    .           		///		It will contruct the this->m_comm and this->_vecAllBlobTags based on the input communicator and vecAllBlobTags
      .            .                       .                    .                       .                    .           		///		And also construct the derived MPI_Datatype for Tag and commit it.
      .            .                       .                    .                       .                    .           		///	</summary>
      .            .                       .                    .                       .                    .           		TagExchangeOP(MPI_Comm communicator, 
      .            .                       .                    .                       .                    .           					  const std::vector< std::vector<Tag> > & vecAllBlobTags){
      0            0                  70,176 ( 0.00%)           1 ( 0.00%)              0                    0           			this->_vecAllBlobTags = vecAllBlobTags;
      .            .                       .                    .                       .                    .           			this->m_comm = communicator;
      .            .                       .                    .                       .                    .           			//Initialize the size for the sendTags:
      0            0                      48 ( 0.00%)           1 ( 0.00%)              0                    0           			sendTags.resize(2);
      0            0                      84 ( 0.00%)           1 ( 0.00%)              0                    0           			sendTags[0].resize(_vecAllBlobTags[0].size());
      0            0                      84 ( 0.00%)           1 ( 0.00%)              0                    0           			sendTags[1].resize(_vecAllBlobTags[_vecAllBlobTags.size()-1].size());
      .            .                       .                    .                       .                    .           
      .            .                       .                    .                       .                    .           			//Initialize the size for the recvTags:
